序号,卡牌资源,最高等级/怪物等级,星级,最高星级,进化所需,可突破次数,名称,性别,职业,阵营,特殊类型,攻击范围,攻击类型,材质,默认视野,AI编号,是否Boss,是否大型,1级血量,1级物攻,1级魔攻,1级物防,1级魔防,1级速度,升级血量,升级物攻,升级魔攻,升级物防,升级魔防,升级速度,暴率,暴击抗性,命中,闪避,反击,反击次数,反击抗性,格挡,格挡抗性,伤害浮动范围,基础仇恨,稀有,占几个格子,可行动次数,每次行动衰减,移动范围,可移动高度,可攻击高度,可否斜向移动,穿越其他人,被其他人穿越,飞行,普攻技能,被动技能,防御技能,怒气技能1,怒气技能2,角色怒气上限,卡牌出场特效,卡面特效,升级类别,唯一编号,转换成碎片数,类型(0玩家卡牌；1普通小怪；2普通BOSS；3需要显示大血条的巨型BOSS）,宗属国,模型缩放,普攻寻路,必杀寻路,SSR,效果命中,效果抵抗,暴击伤害,物理穿透,魔法穿透,可转职业,星石类型,选择类型,血条系数,弓手动作,特殊AI,特殊进攻AI
601121,6012,15,6,6,0;0,0,6012,3,14,21,0,1,2,0,100,1,0,0,6040,0,316,178,257,15,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010003,0,0,0,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601122,6013,15,6,6,0;0,0,6013,3,15,21,0,1,2,0,100,1,0,0,7110,263,263,218,218,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010003,0,0,0,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601123,6012,35,6,6,0;0,0,6012,3,14,21,0,1,2,0,100,1,0,0,25760,0,1104,596,861,35,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010003,0,0,0,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601124,6013,35,6,6,0;0,0,6013,3,15,21,0,1,2,0,100,1,0,0,30300,920,920,728,728,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010003,0,0,0,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601125,6012,55,6,6,0;0,0,6012,3,14,21,0,1,2,0,100,1,0,0,42430,0,1774,948,1369,55,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010003,0,0,0,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601126,6013,55,6,6,0;0,0,6013,3,15,21,0,1,2,0,100,1,0,0,49920,1478,1478,1158,1158,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010003,0,0,0,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601127,6012,75,6,6,0;0,0,6012,3,14,21,0,1,2,0,100,1,0,0,60740,0,2506,1336,1929,75,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010003,0,0,0,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601128,6013,75,6,6,0;0,0,6013,3,15,21,0,1,2,0,100,1,0,0,71460,2088,2088,1632,1632,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010003,0,0,0,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601131,2039,99,6,6,0;0,0,2039,3,15,21,0,2,2,0,100,1,0,0,9999,1,1,1,1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,1,1,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601132,2036,99,6,6,0;0,0,10004,3,15,21,0,0,0,0,100,1,0,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,1,1,0,0,0,0,0,2000002;2010529,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601135,21,15,6,6,0;0,0,211,2,15,21,1,0,0,0,100,1,0,0,711,263,263,218,218,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,0,1,50,0,0,0,0,210101,210104;210106;210107;210108;2000004,210103,210102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601136,2100,15,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,853,263,0,238,198,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,80104;80107,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601137,2200,15,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,604,0,316,178,257,15,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,80104;80107,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601141,21,35,6,6,0;0,0,211,2,15,21,1,0,0,0,100,1,0,0,3030,920,920,728,728,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,0,1,50,0,0,0,0,210101,210104;210106;210107;210108;2000004,210103,210102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601142,2100,35,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,3636,920,0,794,662,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,80104;80107,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601143,2200,35,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,2576,0,1104,596,861,35,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,80104;80107,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601144,21,55,6,6,0;0,0,211,2,15,21,1,0,0,0,100,1,0,0,4992,1478,1478,1158,1158,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,0,1,50,0,0,0,0,210101,210104;210106;210107;210108;2000004,210103,210102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601145,2100,55,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,5990,1478,0,1264,1053,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,80104;80107,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601146,2200,55,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,4243,0,1774,948,1369,55,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,80104;80107,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601147,21,75,6,6,0;0,0,211,2,15,21,1,0,0,0,100,1,0,0,7146,2088,2088,1632,1632,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,0,1,50,0,0,0,0,210101,210104;210106;210107;210108;2000004,210103,210102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601148,2100,75,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,8575,2088,0,1781,1484,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,80104;80107,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601149,2200,75,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,6074,0,2506,1336,1929,75,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,80104;80107,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601151,5,15,6,6,0;0,0,51,2,12,21,0,1,1,0,100,120101,0,0,1812,362,0,178,178,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,50101,50104;50105;50106;50107;50108;2000004,50103,50102,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,150,0,0,0,0,0,3,0,0,0
601152,23,15,6,6,0;0,0,231,2,15,21,0,2,2,0,100,150101,0,0,711,263,315,218,218,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,230101,230104;230105;230106;230107;230108;2000003,230103,230102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601153,27,15,6,6,0;0,0,271,2,11,21,0,1,1,0,100,110101,0,0,1706,315,0,238,198,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,270101,270104;270105;270106;270107;270108;2000004,270103,270102,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601154,5,35,6,6,0;0,0,51,2,12,21,0,1,1,0,100,120101,0,0,7728,1269,0,596,596,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,50101,50104;50105;50106;50107;50108;2000004,50103,50102,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,150,0,0,0,0,0,3,0,0,0
601155,23,35,6,6,0;0,0,231,2,15,21,0,2,2,0,100,150101,0,0,3030,920,1104,728,728,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,230101,230104;230105;230106;230107;230108;2000003,230103,230102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601156,27,35,6,6,0;0,0,271,2,11,21,0,1,1,0,100,110101,0,0,7272,1104,0,794,662,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,270101,270104;270105;270106;270107;270108;2000004,270103,270102,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601157,5,55,6,6,0;0,0,51,2,12,21,0,1,1,0,100,120101,0,0,12729,2040,0,948,948,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,50101,50104;50105;50106;50107;50108;2000004,50103,50102,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,150,0,0,0,0,0,3,0,0,0
601158,23,55,6,6,0;0,0,231,2,15,21,0,2,2,0,100,150101,0,0,4992,1478,1773,1158,1158,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,230101,230104;230105;230106;230107;230108;2000003,230103,230102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601159,27,55,6,6,0;0,0,271,2,11,21,0,1,1,0,100,110101,0,0,11980,1773,0,1264,1053,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,270101,270104;270105;270106;270107;270108;2000004,270103,270102,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601161,5,75,6,6,0;0,0,51,2,12,21,0,1,1,0,100,120101,0,0,18222,2881,0,1336,1336,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,50101,50104;50105;50106;50107;50108;2000004,50103,50102,0,850,0,0,1,1984,0,3,0,1,0,0,0,0,0,150,0,0,0,0,0,3,0,0,0
601162,23,75,6,6,0;0,0,231,2,15,21,0,2,2,0,100,150101,0,0,7146,2088,2505,1632,1632,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,230101,230104;230105;230106;230107;230108;2000003,230103,230102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601163,27,75,6,6,0;0,0,271,2,11,21,0,1,1,0,100,110101,0,0,17150,2505,0,1781,1484,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,270101,270104;270105;270106;270107;270108;2000004,270103,270102,0,850,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601171,100048,99,6,6,0;0,0,10006,3,15,21,0,0,0,0,0,1,0,0,998,2910,0,2270,2270,99,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,0,100,0,1,1,0,0,0,0,0,2030504;2920168,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
601172,43,15,6,6,0;0,0,431,2,13,21,1,3,1,0,100,130101,0,0,2346,289,0,356,356,15,0,0,0,0,0,0,50,7,120,50,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,430101,430104;430105;430106;430107;430108;430109;430110;2000004,430103,430102,0,850,0,0,1,1984,0,3,0,1,0,0,0,20,20,150,20,20,0,0,0,3,0,0,0
601173,6110,15,6,6,0;0,0,6110,1,11,21,0,1,1,0,100,1,0,0,853,263,0,476,396,15,0,0,0,0,0,0,50,7,100,50,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601174,43,35,6,6,0;0,0,431,2,13,21,1,3,1,0,100,130101,0,0,9999,1012,0,1192,1192,35,0,0,0,0,0,0,50,7,120,50,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,430101,430104;430105;430106;430107;430108;430109;430110;2000004,430103,430102,0,850,0,0,1,1984,0,3,0,1,0,0,0,20,20,150,20,20,0,0,0,3,0,0,0
601175,6110,35,6,6,0;0,0,6110,1,11,21,0,1,1,0,100,1,0,0,3636,920,0,1588,1324,35,0,0,0,0,0,0,50,7,100,50,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601176,43,55,6,6,0;0,0,431,2,13,21,1,3,1,0,100,130101,0,0,16473,1626,0,1896,1896,55,0,0,0,0,0,0,50,7,120,50,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,430101,430104;430105;430106;430107;430108;430109;430110;2000004,430103,430102,0,850,0,0,1,1984,0,3,0,1,0,0,0,20,20,150,20,20,0,0,0,3,0,0,0
601177,6110,55,6,6,0;0,0,6110,1,11,21,0,1,1,0,100,1,0,0,5990,1478,0,2528,2106,55,0,0,0,0,0,0,50,7,100,50,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601178,43,75,6,6,0;0,0,431,2,13,21,1,3,1,0,100,130101,0,0,23583,2297,0,2672,2672,75,0,0,0,0,0,0,50,7,120,50,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,430101,430104;430105;430106;430107;430108;430109;430110;2000004,430103,430102,0,850,0,0,1,1984,0,3,0,1,0,0,0,20,20,150,20,20,0,0,0,3,0,0,0
601179,6110,75,6,6,0;0,0,6110,1,11,21,0,1,1,0,100,1,0,0,8575,2088,0,3562,2968,75,0,0,0,0,0,0,50,7,100,50,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601181,23,15,6,6,0;0,0,231,2,15,21,0,2,2,0,100,150101,0,0,1066,263,263,218,218,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,230101,230104;230105;230106;230107;230108;2000003,230103,230102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601182,41,15,6,6,0;0,0,411,2,11,21,0,1,1,0,100,110101,0,0,1706,263,0,238,198,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,410101,410104;410105;410106;410107;410108;410109;410110;410111;2000004,410103,410102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601183,25,15,6,6,0;0,0,251,2,13,21,0,3,1,0,100,130101,0,0,1173,289,0,178,178,15,0,0,0,0,0,0,50,7,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,250101,250104;250105;250106;2000004,250103,250102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601184,9,15,6,6,0;0,0,91,2,12,21,0,1,1,0,100,809,0,0,906,302,0,178,178,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,90101,90104;90105;90107;90108;2000004,90103,90102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601185,23,35,6,6,0;0,0,231,2,15,21,0,2,2,0,100,150101,0,0,4545,920,920,728,728,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,230101,230104;230105;230106;230107;230108;2000003,230103,230102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601186,41,35,6,6,0;0,0,411,2,11,21,0,1,1,0,100,110101,0,0,7272,920,0,794,662,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,410101,410104;410105;410106;410107;410108;410109;410110;410111;2000004,410103,410102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601187,25,35,6,6,0;0,0,251,2,13,21,0,3,1,0,100,130101,0,0,4999,1012,0,596,596,35,0,0,0,0,0,0,50,7,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,250101,250104;250105;250106;2000004,250103,250102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601188,9,35,6,6,0;0,0,91,2,12,21,0,1,1,0,100,809,0,0,3864,1058,0,596,596,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,90101,90104;90105;90107;90108;2000004,90103,90102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601191,23,55,6,6,0;0,0,231,2,15,21,0,2,2,0,100,150101,0,0,7488,1478,1478,1158,1158,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,230101,230104;230105;230106;230107;230108;2000003,230103,230102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601192,41,55,6,6,0;0,0,411,2,11,21,0,1,1,0,100,110101,0,0,11980,1478,0,1264,1053,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,410101,410104;410105;410106;410107;410108;410109;410110;410111;2000004,410103,410102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601193,25,55,6,6,0;0,0,251,2,13,21,0,3,1,0,100,130101,0,0,8236,1626,0,948,948,55,0,0,0,0,0,0,50,7,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,250101,250104;250105;250106;2000004,250103,250102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601194,9,55,6,6,0;0,0,91,2,12,21,0,1,1,0,100,809,0,0,6364,1700,0,948,948,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,90101,90104;90105;90107;90108;2000004,90103,90102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601195,23,75,6,6,0;0,0,231,2,15,21,0,2,2,0,100,150101,0,0,10719,2088,2088,1632,1632,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,230101,230104;230105;230106;230107;230108;2000003,230103,230102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601196,41,75,6,6,0;0,0,411,2,11,21,0,1,1,0,100,110101,0,0,17150,2088,0,1781,1484,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,410101,410104;410105;410106;410107;410108;410109;410110;410111;2000004,410103,410102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601197,25,75,6,6,0;0,0,251,2,13,21,0,3,1,0,100,130101,0,0,11791,2297,0,1336,1336,75,0,0,0,0,0,0,50,7,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,250101,250104;250105;250106;2000004,250103,250102,0,1020,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601198,9,75,6,6,0;0,0,91,2,12,21,0,1,1,0,100,809,0,0,9111,2401,0,1336,1336,75,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,90101,90104;90105;90107;90108;2000004,90103,90102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601201,24,15,6,6,0;0,0,241,2,11,21,1,1,1,0,100,110101,0,0,6824,263,0,238,198,20,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,240101,240104;240105;240107;240109;240110;2000004;2030417;2030418;2030420,240103,240102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601202,2900,15,6,6,0;0,0,2900,1,11,21,0,1,1,0,100,1,0,0,3412,210,0,238,198,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601203,2100,15,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,1706,210,0,238,198,15,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2030413,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601204,2200,15,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,604,0,252,178,257,15,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601205,24,35,6,6,0;0,0,241,2,11,21,1,1,1,0,100,110101,0,0,29088,920,0,794,662,40,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,240101,240104;240105;240107;240109;240110;2000004;2030417;2030418;2030420,240103,240102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601206,2900,35,6,6,0;0,0,2900,1,11,21,0,1,1,0,100,1,0,0,14544,736,0,794,662,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601207,2100,35,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,7272,736,0,794,662,35,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2030413,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601208,2200,35,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,2576,0,883,596,861,35,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601211,24,55,6,6,0;0,0,241,2,11,21,1,1,1,0,100,110101,0,0,47920,1478,0,1264,1053,60,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,240101,240104;240105;240107;240109;240110;2000004;2030417;2030418;2030420,240103,240102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601212,2900,55,6,6,0;0,0,2900,1,11,21,0,1,1,0,100,1,0,0,23960,1182,0,1264,1053,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601213,2100,55,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,11980,1182,0,1264,1053,55,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2030413,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601214,2200,55,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,4243,0,1419,948,1369,55,0,0,0,0,0,0,50,7,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
601215,24,75,6,6,0;0,0,241,2,11,21,1,1,1,0,100,110101,0,0,68600,2088,0,1781,1484,80,0,0,0,0,0,0,50,7,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,240101,240104;240105;240107;240109;240110;2000004;2030417;2030418;2030420,240103,240102,0,850,0,0,1,1984,0,1,0,1,0,0,0,20,20,150,20,20,0,0,0,1,0,0,0
